9900.0,0.431,1.601,0.109,0.7705920641094811
9900.0,0.405,1.767,0.114,0.5610487444763437
9900.0,0.481,1.898,0.124,0.5531547464352268
9900.0,0.435,1.974,0.112,0.8704749456519569
9900.0,0.418,1.736,0.111,0.6986792386569028
9900.2,0.467,1.51,0.127,0.8192795579998602
9900.2,0.483,1.518,0.13,0.8648826422652311
9900.2,0.426,1.876,0.1,0.6711524780902791
9900.3,0.45,1.784,0.137,0.791145832956382
9900.4,0.496,1.86,0.125,0.8041367277449005
9900.5,0.498,1.822,0.102,0.940596908603534
9900.5,0.484,1.64,0.113,0.8102700377604455
9900.5,0.405,1.604,0.107,0.8474398698749486
9900.6,0.478,1.568,0.104,0.8072668924746265
9900.6,0.415,1.689,0.101,0.5509775988220643
9900.6,0.404,1.528,0.141,0.6541196664105762
9900.7,0.41,1.787,0.122,0.9582994838412335
9900.7,0.436,1.982,0.117,0.7165367578210684
9900.7,0.466,1.883,0.108,0.5228830630783131
9900.8,0.414,1.939,0.146,0.9219549630985528
9900.8,0.492,1.834,0.142,0.701453766187194
9900.8,0.437,1.933,0.144,0.5495087439556232
9900.9,0.449,1.92,0.129,0.9161960141733523
9900.9,0.451,1.537,0.123,0.698758044571496
9900.9,0.459,1.525,0.148,0.9063120611105273
9901.0,0.488,1.632,0.124,0.5477686528045292
9901.0,0.412,1.717,0.148,0.5413392440801573
9901.1,0.409,1.753,0.118,0.7300534775184535
9901.1,0.416,1.991,0.119,0.5965497499050635
9901.1,0.448,1.749,0.121,0.7664089398227536
9901.1,0.412,1.713,0.136,0.9558578781974678
9901.2,0.482,1.538,0.131,0.8202693904575462
9901.2,0.461,1.898,0.131,0.6716121749039121
9901.2,0.404,1.536,0.13,0.5483035815424956
9901.2,0.434,1.821,0.124,0.6136964040631601
9901.2,0.477,1.531,0.14,0.7828622786651674
9901.3,0.4,1.826,0.134,0.8978026180184178
9901.3,0.447,1.639,0.108,0.8109488252242392
9901.4,0.456,1.602,0.107,0.6808856626966229
9901.4,0.487,1.715,0.14,0.9061073137074449
9901.4,0.452,1.529,0.13,0.741266711205137
9901.5,0.451,1.651,0.127,0.9825732299501522
9901.5,0.43,1.669,0.113,0.9872012893704731
9901.5,0.45,1.935,0.141,0.908231788524043
9901.5,0.46,1.667,0.106,0.8034368200496079
9901.6,0.455,1.992,0.134,0.9635210091550312
9901.6,0.467,1.721,0.105,0.8683089192485203
