360.0,0.574,1.601,0.015,1.270339600815884
360.0,0.502,1.902,0.018,1.1650619801745161
360.0,0.572,1.851,0.016,1.4367862409440249
360.01,0.598,1.827,0.019,1.3060349989619535
360.02,0.556,1.909,0.018,1.2054200374522575
360.03,0.596,1.703,0.017,1.4785542438868944
360.03,0.594,1.942,0.016,1.1280765157553536
360.04,0.576,1.894,0.015,1.3738016729893223
360.04,0.542,1.879,0.015,1.4539295642208525
360.04,0.57,1.708,0.015,1.2170821247982035
360.05,0.513,1.728,0.019,1.2735326560749398
360.05,0.559,1.634,0.018,1.4466217934689614
360.06,0.539,1.967,0.017,1.3969303904620205
360.08,0.534,1.978,0.017,1.395443450768326
360.08,0.563,1.695,0.017,1.1788463611518216
360.14,0.562,1.654,0.019,1.2415045567003444
360.15,0.512,1.649,0.019,1.4112720329263548
360.16,0.597,1.967,0.016,1.0749976772399008
360.16,0.542,1.922,0.018,1.397436902200091
360.17,0.587,1.625,0.016,1.3809820683459777
360.17,0.597,1.71,0.016,1.329807899560207
360.18,0.528,1.986,0.016,1.4886895187325724
360.18,0.578,1.947,0.019,1.2242853566378515
360.19,0.525,1.55,0.018,1.4800713379000554
360.19,0.569,1.67,0.015,1.2178766611539737
360.2,0.5,1.755,0.016,1.2450457072619199
360.21,0.53,1.639,0.018,1.4714774554183125
360.23,0.583,1.859,0.019,1.4509673026260073
360.23,0.547,1.678,0.015,1.305271309236821
360.23,0.595,1.845,0.019,1.167607361354073
360.24,0.572,1.527,0.016,1.336324471043442
360.24,0.581,1.906,0.019,1.000140719822685
360.24,0.589,1.917,0.017,1.3367167479220314
360.25,0.514,1.691,0.017,1.27870068898356
360.25,0.519,1.766,0.018,1.2833153069854095
360.25,0.503,1.69,0.016,1.2337853221441477
360.25,0.558,1.715,0.018,1.4051122402605523
360.26,0.546,1.582,0.015,1.2004386096350914
360.27,0.53,1.939,0.019,1.2354245637464971
360.28,0.549,1.786,0.019,1.044519806819598
360.29,0.597,1.945,0.018,1.4933422701926644
360.3,0.573,1.544,0.016,1.0071369535693515
360.31,0.519,1.852,0.018,1.28174450910567
360.32,0.501,1.82,0.016,1.328956685931734
360.32,0.592,1.675,0.016,1.3056539268066853
360.32,0.574,1.832,0.019,1.238578535184945
360.33,0.552,1.661,0.015,1.1875390021549201
360.33,0.509,1.998,0.017,1.069085948236229
360.38,0.507,1.504,0.018,1.2443478077555603
360.39,0.509,1.75,0.017,1.3546768221406813
360.4,0.5,1.778,0.016,1.1033598962694573
360.42,0.546,1.817,0.019,1.1706327075212029
360.43,0.501,1.791,0.019,1.0536280207966768
360.43,0.579,1.973,0.017,1.3909449450850715
360.43,0.531,1.92,0.016,1.0566750516215249
360.44,0.549,1.508,0.018,1.4811420945288358
360.44,0.528,1.729,0.017,1.3248622542028983
360.44,0.58,1.532,0.017,1.121914377819004
360.44,0.568,1.729,0.015,1.3101394584149433
360.44,0.51,1.949,0.019,1.3435256849165855
360.45,0.542,1.766,0.019,1.1943219910919018
360.46,0.526,1.555,0.018,1.136541277284725
360.48,0.581,1.702,0.018,1.3448591883938161
360.49,0.576,1.687,0.019,1.3597347866622922
360.5,0.554,1.635,0.016,1.405445370553728
360.5,0.566,1.79,0.016,1.454469503893318
360.53,0.554,1.861,0.017,1.0840819249795128
360.54,0.548,1.558,0.018,1.088462997825099
360.56,0.541,1.534,0.019,1.4004599579626367
360.59,0.592,1.742,0.015,1.0016130641418541
360.59,0.583,1.6,0.015,1.2818910226891926
360.59,0.554,1.943,0.015,1.1747462371959125
360.6,0.552,1.702,0.018,1.098693980773409
360.62,0.596,1.867,0.016,1.0735984367079192
360.64,0.553,1.838,0.018,1.3369863922953305
360.65,0.583,1.686,0.016,1.2284669015882947
360.66,0.554,1.569,0.016,1.4638855015668244
360.68,0.585,1.655,0.016,1.0354712728576956
360.68,0.538,1.505,0.019,1.1190523445246705
360.69,0.525,1.586,0.016,1.2441496083026715
360.7,0.521,1.565,0.015,1.1390263609520548
360.71,0.583,1.76,0.015,1.3521331121743663
360.72,0.522,1.968,0.016,1.0283622355147946
360.73,0.585,1.942,0.017,1.485897932784302
360.73,0.565,1.528,0.018,1.2441831056190291
360.75,0.537,1.717,0.018,1.4894340993641082
360.75,0.503,1.834,0.015,1.1858186082826752
360.77,0.563,1.803,0.016,1.1136383262887515
360.78,0.511,1.515,0.016,1.098740737928792
360.78,0.524,1.78,0.017,1.1230710562859119
360.81,0.532,1.698,0.017,1.1094621252582786
360.81,0.597,1.639,0.019,1.4737290303604775
360.81,0.533,1.645,0.016,1.3352916684555156
360.82,0.511,1.795,0.017,1.3373648669084885
360.83,0.567,1.796,0.017,1.3990017184094246
360.85,0.598,1.598,0.015,1.2372118092047522
360.86,0.558,1.581,0.017,1.1871835830766644
360.87,0.509,1.665,0.017,1.4754663575742937
360.87,0.557,1.821,0.019,1.0426852551247583
360.87,0.541,1.973,0.019,1.203451305403454
360.87,0.565,1.753,0.019,1.052170587893197
360.88,0.536,1.771,0.016,1.1446375472911952
360.88,0.549,1.964,0.016,1.2780088330481816
360.88,0.529,1.842,0.015,1.1947147289287532
360.89,0.559,1.619,0.015,1.4914090888899667
360.9,0.53,1.79,0.018,1.1130295853177437
360.9,0.549,1.714,0.019,1.1315542191149834
360.93,0.577,1.647,0.016,1.3757407304612848
360.93,0.576,1.978,0.018,1.489144146098308
360.94,0.536,1.879,0.018,1.0963076212810803
360.97,0.593,1.55,0.015,1.1894275693202703
360.98,0.576,1.765,0.019,1.2895374385970393
360.98,0.52,1.744,0.019,1.3115261820661042
360.99,0.55,1.635,0.015,1.2506034998332618
360.99,0.557,1.701,0.019,1.1769864256800389
361.0,0.516,1.694,0.019,1.2672559230671971
361.01,0.54,1.893,0.017,1.1234621369464741
361.01,0.538,1.731,0.016,1.4052198839514802
361.01,0.57,1.755,0.017,1.1798948711969428
361.03,0.521,1.744,0.017,1.1793432339863577
361.03,0.586,1.959,0.016,1.4875009029072663
361.03,0.54,1.834,0.016,1.3870495848114897
361.04,0.559,1.734,0.019,1.3213035942122957
361.04,0.585,1.838,0.018,1.0748278486883842
361.04,0.594,1.734,0.019,1.2743886871326398
361.05,0.589,1.766,0.019,1.3037791830336734
361.05,0.595,1.621,0.017,1.2411129993172163
361.05,0.56,1.543,0.015,1.3686629727502062
361.08,0.568,1.985,0.017,1.010444982355317
361.09,0.557,1.806,0.016,1.4648217223655378
361.1,0.523,1.905,0.016,1.4630669131595346
361.1,0.59,1.786,0.018,1.109847739648175
361.1,0.517,1.827,0.019,1.2966977872598517
361.11,0.55,1.973,0.016,1.468116696729074
361.11,0.587,1.6,0.018,1.1434007501199068
361.12,0.539,1.525,0.016,1.3000951865215167
361.12,0.501,1.922,0.017,1.0609607661257132
361.12,0.527,1.604,0.017,1.3410901348464748
361.12,0.502,1.745,0.017,1.0345135333963265
361.14,0.509,1.627,0.019,1.22396835090372
361.16,0.544,1.839,0.017,1.4213737774640487
361.16,0.538,1.554,0.018,1.445336759313545
361.17,0.51,1.751,0.018,1.2396746624667534
361.17,0.501,1.797,0.015,1.0705336133109336
361.18,0.586,1.599,0.015,1.3708794288971102
361.19,0.539,1.581,0.018,1.0983025633342738
361.21,0.554,1.849,0.016,1.198060944718795
361.23,0.51,1.558,0.018,1.3099967578246579
361.23,0.547,1.506,0.018,1.2732549568329903
361.26,0.517,1.828,0.015,1.1962184930116224
361.27,0.561,1.828,0.019,1.268424953700498
361.28,0.557,1.517,0.019,1.1568158738422758
361.3,0.592,1.797,0.018,1.3881459175930506
361.32,0.52,1.672,0.017,1.4765051292077482
361.34,0.501,1.857,0.015,1.1375943611211152
361.34,0.556,1.908,0.018,1.225386359429876
361.34,0.588,1.678,0.019,1.460073287358983
361.35,0.502,1.721,0.017,1.1339521495556657
361.36,0.516,1.802,0.015,1.228398446173771
361.36,0.538,1.829,0.015,1.4131276012460803
361.36,0.563,1.875,0.016,1.4687241271827045
361.37,0.586,1.591,0.018,1.0603817751026101
361.38,0.597,1.711,0.015,1.071772620875104
361.38,0.572,1.787,0.017,1.2384143270819183
361.39,0.509,1.978,0.017,1.1462778560592928
361.39,0.574,1.906,0.015,1.258508393023318
361.39,0.585,1.732,0.019,1.114468478716481
361.39,0.56,1.747,0.018,1.2858966728897419
361.4,0.579,1.792,0.015,1.3066778727430681
361.4,0.534,1.918,0.017,1.2824588014126885
361.42,0.508,1.843,0.018,1.0116009561251964
361.43,0.562,1.718,0.019,1.1284961893182872
361.43,0.581,1.796,0.019,1.0210477362691237
361.47,0.549,1.521,0.018,1.20424165953632
361.47,0.596,1.715,0.015,1.1805516909344618
361.5,0.532,1.669,0.017,1.4659597258736985
361.51,0.557,1.86,0.018,1.4486438531902692
361.51,0.546,1.786,0.018,1.2150722252698782
361.51,0.571,1.696,0.017,1.2905457330814647
361.55,0.546,1.538,0.018,1.1735565759780884
361.56,0.531,1.973,0.018,1.3228082224892224
361.56,0.598,1.631,0.016,1.4636144335532022
361.58,0.595,1.884,0.017,1.203477524112728
361.59,0.556,1.774,0.016,1.4829246876802813
361.59,0.549,1.813,0.019,1.3646706084133222
361.6,0.587,1.702,0.016,1.3198084394758662
361.61,0.583,1.931,0.015,1.4004913634865064
361.61,0.592,1.549,0.016,1.4590256310495695
361.62,0.567,1.989,0.015,1.1238926798800895
361.62,0.589,1.903,0.019,1.1389294192215942
361.63,0.53,1.606,0.018,1.4632168157222383
361.64,0.526,1.997,0.015,1.3101228193397696
361.66,0.567,1.879,0.015,1.2765613761876167
361.66,0.549,1.65,0.017,1.0104709855199894
361.67,0.505,1.791,0.018,1.048324581435181
361.68,0.584,1.515,0.017,1.0477596224592731
361.71,0.563,1.893,0.018,1.2892590001622388
361.71,0.597,1.697,0.016,1.0938705340650405
361.72,0.501,1.53,0.016,1.1037396611671415
361.72,0.563,1.926,0.018,1.4674010146856329
361.72,0.57,1.881,0.016,1.3438548466309914
361.73,0.539,1.5,0.019,1.1556996166392979
361.77,0.577,1.584,0.017,1.1004321730409712
361.77,0.581,1.991,0.019,1.3173288789943287
361.78,0.57,1.604,0.017,1.2668677620183924
361.8,0.515,1.577,0.018,1.231804391468406
361.8,0.507,1.617,0.019,1.2132564544915563
361.8,0.566,1.779,0.018,1.3764427997010373
361.8,0.596,1.923,0.015,1.0199593466777095
361.81,0.503,1.554,0.018,1.3454569399870278
361.81,0.552,1.964,0.019,1.2416753659439683
361.83,0.513,1.907,0.017,1.1414634826730214
361.83,0.563,1.633,0.015,1.2509529389041136
361.85,0.556,1.535,0.016,1.0629080202535937
361.85,0.526,1.669,0.015,1.0214903520805658
361.86,0.522,1.631,0.015,1.3302198498407585
361.88,0.577,1.928,0.019,1.0531622942502117
361.91,0.518,1.916,0.018,1.2993068364560982
361.91,0.56,1.549,0.015,1.41704019731902
361.93,0.599,1.932,0.016,1.0084563427655933
361.94,0.559,1.74,0.018,1.020891716929018
361.94,0.505,1.508,0.019,1.025425047405066
361.94,0.509,1.708,0.016,1.0723264908862729
361.95,0.585,1.87,0.018,1.1102020932819028
361.95,0.579,1.992,0.018,1.3106585519872922
361.96,0.523,1.763,0.016,1.035404283866318
361.98,0.502,1.743,0.015,1.3639476357289142
361.98,0.507,1.906,0.019,1.2703409882097292
361.99,0.592,1.56,0.019,1.1933333418132068
362.0,0.579,1.823,0.019,1.2361227511264548
362.0,0.5,1.698,0.016,1.3207945313494251
362.04,0.5,1.789,0.018,1.2601956953422258
362.05,0.566,1.99,0.017,1.4919022247725569
362.07,0.567,1.867,0.017,1.1944835381710583
362.08,0.56,1.505,0.017,1.0369066813095946
362.08,0.553,1.617,0.019,1.4122030753028656
362.08,0.588,1.72,0.016,1.0992626985774572
362.08,0.542,1.905,0.015,1.1700909157430703
362.1,0.505,1.621,0.018,1.4769300784964925
362.1,0.58,1.977,0.016,1.0202202239164913
362.12,0.5,1.902,0.018,1.327087813146127
362.12,0.567,1.75,0.015,1.2132492312972443
362.14,0.586,1.635,0.018,1.4337123614983591
362.15,0.576,1.602,0.015,1.3939539345244216
362.16,0.578,1.903,0.017,1.4965155473103102
362.17,0.562,1.612,0.019,1.1079490204642768
362.18,0.539,1.883,0.018,1.2863838512005241
362.18,0.556,1.639,0.015,1.251233506893077
362.19,0.59,1.769,0.018,1.2189904641460734
362.19,0.521,1.88,0.017,1.0695441106098382
362.22,0.548,1.639,0.018,1.2063936109329734
362.26,0.558,1.721,0.016,1.0087084918080707
362.28,0.592,1.993,0.017,1.0301946617076334
362.31,0.545,1.877,0.015,1.429788748281609
362.32,0.502,1.677,0.016,1.2050881678246168
362.33,0.531,1.841,0.017,1.2380174022651511
362.33,0.586,1.677,0.016,1.2307662359476483
362.35,0.522,1.589,0.017,1.4829746104563903
362.36,0.595,1.536,0.016,1.1735934755351392
362.37,0.558,1.851,0.017,1.0269151627635815
362.39,0.566,1.668,0.016,1.4620401499251503
362.4,0.53,1.771,0.016,1.0491645034771644
362.41,0.599,1.543,0.018,1.1895942833171442
362.41,0.526,1.769,0.019,1.4438292294435833
362.42,0.585,1.951,0.015,1.019537516764528
362.42,0.563,1.542,0.015,1.2410028903035664
362.44,0.514,1.888,0.016,1.1054901080151405
362.47,0.535,1.908,0.015,1.4375613619070622
362.47,0.523,1.651,0.017,1.1134476314869306
362.48,0.58,1.911,0.017,1.314164535842763
362.48,0.523,1.979,0.015,1.1408273385774947
362.5,0.518,1.5,0.018,1.0501978526840388
362.5,0.531,1.654,0.017,1.3016155463885446
362.51,0.582,1.8,0.017,1.3259818636356167
362.53,0.509,1.799,0.019,1.0589062906340694
362.53,0.593,1.653,0.017,1.0263748126162138
362.54,0.531,1.746,0.016,1.387479279909297
362.54,0.546,1.978,0.017,1.1980701774527027
362.55,0.512,1.8,0.017,1.3095346564362238
362.56,0.516,1.559,0.018,1.2099850164890829
362.57,0.556,1.501,0.015,1.2265844764004754
362.58,0.576,1.883,0.016,1.3516365882125227
362.59,0.592,1.968,0.019,1.0285455053579529
362.61,0.526,1.925,0.016,1.1831840351996605
362.61,0.532,1.755,0.015,1.1830072029656493
362.62,0.587,1.577,0.019,1.3888074485995412
362.62,0.552,1.999,0.016,1.3126507997166033
362.63,0.532,1.777,0.017,1.0148197845806706
362.64,0.527,1.653,0.018,1.2147618831453788
362.64,0.513,1.552,0.019,1.1778548319754936
362.64,0.58,1.983,0.019,1.2201363554843443
362.64,0.579,1.817,0.015,1.4818401934146883
362.64,0.526,1.662,0.017,1.4550037468720876
362.65,0.565,1.895,0.019,1.1190660847099796
362.65,0.541,1.933,0.015,1.4521953311731979
362.66,0.522,1.894,0.019,1.2815096043036533
362.66,0.588,1.74,0.017,1.445188627413478
362.67,0.514,1.99,0.015,1.4932140597439316
362.69,0.558,1.952,0.017,1.4818499342421014
362.7,0.592,1.809,0.018,1.3089756282651175
362.72,0.515,1.72,0.019,1.4504179649463622
362.73,0.54,1.923,0.016,1.4112085170918167
362.75,0.588,1.651,0.018,1.0935884484271146
362.75,0.594,1.532,0.015,1.2952304654953113
362.76,0.55,1.701,0.015,1.3671393448512132
362.77,0.59,1.568,0.018,1.1661333780529484
362.77,0.592,1.601,0.019,1.1233162772601926
362.77,0.553,1.608,0.016,1.1478939512876596
362.8,0.57,1.575,0.019,1.0748484436083388
362.8,0.522,1.952,0.017,1.477130159766572
362.82,0.583,1.755,0.019,1.2621044007555176
362.83,0.516,1.711,0.019,1.2912252438951661
362.83,0.566,1.769,0.017,1.158845057662565
362.84,0.578,1.601,0.016,1.2813100201846739
362.84,0.522,1.706,0.017,1.0290024959934927
362.85,0.564,1.824,0.019,1.3817721495288167
362.85,0.572,1.668,0.018,1.4657384297001057
362.86,0.589,1.748,0.017,1.225513232891654
362.86,0.532,1.823,0.018,1.4650099368475868
362.87,0.592,1.831,0.016,1.4704142037244496
362.88,0.59,1.598,0.015,1.3931586881558684
362.88,0.524,1.575,0.016,1.1412535799079402
