1680.01,0.59,1.778,0.015,1.1550054875106193
1680.01,0.518,1.965,0.019,1.2492039498851821
1680.01,0.568,1.654,0.015,1.36842383189589
1680.02,0.598,1.576,0.018,1.2713961306771158
1680.04,0.599,1.615,0.017,1.1114683330548505
1680.04,0.583,1.71,0.016,1.3178731450115249
1680.04,0.588,1.834,0.016,1.3488159066287917
1680.05,0.555,1.747,0.016,1.2343488494592267
1680.05,0.519,1.839,0.015,1.349255886206422
1680.06,0.567,1.924,0.019,1.3698391083018437
1680.07,0.549,1.945,0.015,1.3054285751933203
1680.08,0.515,1.573,0.018,1.421182060622146
1680.1,0.56,1.84,0.018,1.2023425008422195
1680.1,0.509,1.969,0.016,1.4607078548654147
1680.12,0.575,1.723,0.019,1.2507556558019473
1680.12,0.574,1.686,0.019,1.0627769499152584
1680.13,0.504,1.706,0.015,1.1902343737205587
1680.13,0.53,1.839,0.015,1.0833078539660814
1680.13,0.56,1.822,0.019,1.2813366387609118
1680.13,0.582,1.725,0.016,1.1516352088276205
1680.13,0.521,1.577,0.015,1.07423929569381
1680.14,0.5,1.935,0.018,1.2366620493993148
1680.14,0.55,1.822,0.018,1.4646595597600927
1680.14,0.592,1.688,0.017,1.2249641902064827
1680.14,0.574,1.695,0.015,1.1572488553194056
1680.14,0.586,1.582,0.015,1.3665190059293917
1680.15,0.545,1.87,0.015,1.108089191965939
1680.16,0.591,1.788,0.018,1.0190257635723237
1680.16,0.59,1.64,0.016,1.0814159881175507
1680.17,0.557,1.888,0.018,1.0586402910042798
1680.17,0.569,1.924,0.019,1.4600645295471846
1680.2,0.557,1.928,0.017,1.2520527629416718
1680.2,0.59,1.689,0.018,1.2147322596074894
1680.2,0.564,1.524,0.019,1.0214915725834701
1680.21,0.529,1.625,0.018,1.0631691271853376
1680.21,0.541,1.728,0.015,1.0887426094305332
1680.21,0.516,1.908,0.019,1.217287178008858
1680.21,0.598,1.636,0.018,1.0816882572131155
1680.22,0.504,1.903,0.017,1.2307124042907145
1680.22,0.546,1.913,0.015,1.387369119327427
1680.23,0.505,1.751,0.019,1.4788149962933796
1680.24,0.584,1.645,0.017,1.1423614282656187
1680.25,0.598,1.998,0.017,1.1729302968279083
1680.25,0.511,1.967,0.018,1.120850889704643
1680.26,0.519,1.635,0.016,1.288304149496029
1680.26,0.533,1.975,0.016,1.2747322836573765
1680.26,0.538,1.863,0.018,1.4052570739141315
1680.27,0.558,1.5,0.019,1.3886433756231806
1680.27,0.533,1.716,0.018,1.0221113628104823
1680.27,0.516,1.608,0.018,1.4149822985894307
1680.27,0.551,1.888,0.015,1.3590976539824133
1680.27,0.552,1.985,0.018,1.197601657887148
1680.29,0.558,1.672,0.017,1.0810211073783595
1680.3,0.541,1.533,0.019,1.1148390338411396
1680.32,0.53,1.834,0.017,1.0450448211378338
1680.33,0.503,1.882,0.016,1.1450185598670446
1680.34,0.59,1.837,0.018,1.3707871429783158
1680.35,0.506,1.694,0.017,1.4080644303619385
1680.35,0.597,1.911,0.018,1.4934210757739752
1680.35,0.513,1.76,0.019,1.343545670950815
1680.36,0.558,1.661,0.015,1.2217288707225986
1680.36,0.583,1.567,0.018,1.2735252953555674
1680.38,0.518,1.57,0.019,1.350879829366196
1680.39,0.582,1.959,0.018,1.4108681896831843
1680.4,0.579,1.652,0.015,1.3254138630631285
1680.41,0.512,1.832,0.015,1.3532911544973174
1680.42,0.537,1.989,0.018,1.0158214426012258
1680.43,0.565,1.786,0.018,1.0146606429869487
1680.43,0.571,1.896,0.015,1.2186504055445864
1680.44,0.561,1.516,0.016,1.2003878317973333
1680.45,0.598,1.812,0.018,1.4755633820173935
1680.45,0.502,1.653,0.018,1.3899013074120439
1680.45,0.555,1.67,0.017,1.4249927580641657
1680.46,0.575,1.709,0.016,1.0278855745445483
1680.46,0.537,1.654,0.016,1.3926403244110266
1680.47,0.517,1.695,0.017,1.3935580131552798
1680.47,0.573,1.676,0.016,1.118691013720311
1680.48,0.54,1.663,0.016,1.2470123097685937
1680.48,0.54,1.604,0.017,1.2702029365099978
1680.48,0.593,1.515,0.017,1.0688126106573004
1680.49,0.521,1.812,0.016,1.0726570064777199
1680.49,0.53,1.655,0.019,1.0458342897552935
1680.49,0.506,1.841,0.017,1.4569360721338653
1680.5,0.516,1.751,0.017,1.3042847304898375
1680.5,0.51,1.986,0.015,1.0340069049553169
1680.5,0.538,1.953,0.018,1.0439436849882597
1680.5,0.589,1.943,0.019,1.1648797209692827
1680.51,0.51,1.764,0.018,1.1868651695161305
1680.51,0.59,1.737,0.016,1.4407187911843073
1680.52,0.529,1.552,0.018,1.4737565133039006
1680.52,0.595,1.668,0.018,1.120218239919785
1680.52,0.595,1.611,0.018,1.3140158320965805
1680.53,0.527,1.885,0.016,1.3578478638984017
1680.53,0.56,1.599,0.019,1.2219176939952865
1680.53,0.501,1.545,0.019,1.4085503542089663
1680.53,0.539,1.924,0.019,1.49561215636666
1680.54,0.584,1.558,0.015,1.1755955776890605
1680.54,0.568,1.508,0.016,1.4225752478432612
1680.55,0.541,1.728,0.019,1.3794223514567372
1680.55,0.535,1.894,0.018,1.136210295604439
1680.55,0.503,1.666,0.019,1.3627354408420838
1680.56,0.584,1.86,0.015,1.2099455456522128
1680.56,0.533,1.734,0.019,1.0107058056617182
